abuse_number,city_name,fac_type,inv_comp_date,online_fac_name,online_incident_date
OR0000519100,LA GRANDE,NF , 09/21/2009,EVERGREEN HEALTH & REHAB CENTER, 05/12/2009
OR0000519100,LA GRANDE,NF , 09/21/2009,EVERGREEN HEALTH & REHAB CENTER, 05/12/2009
OR0000516400,LA GRANDE,NF , 09/21/2009,EVERGREEN HEALTH & REHAB CENTER, 04/30/2009
JG073466,LA GRANDE,NF , 04/18/2007,EVERGREEN HEALTH & REHAB CENTER, 01/11/2007
LG31138A,LA GRANDE,NF , 12/15/2003,EVERGREEN HEALTH & REHAB CENTER, 10/17/2003
LG31138B,LA GRANDE,NF , 12/15/2003,EVERGREEN HEALTH & REHAB CENTER, 10/17/2003
LG37A,LA GRANDE,NF , 06/04/2003,EVERGREEN HEALTH & REHAB CENTER, 02/18/2003
OR0000321100,HILLSBORO,NF , 05/07/2007,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 02/21/2007
OR0000270400,HILLSBORO,NF , 08/22/2006,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 08/02/2006
OR0000207900,HILLSBORO,NF , 01/07/2006,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 12/13/2005
OR0000182100,HILLSBORO,NF , 10/29/2005,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 09/26/2005
OR0000494000,HILLSBORO,NF , 03/27/2009,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 02/10/2009
OR0000494001,HILLSBORO,NF , 03/27/2009,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 02/10/2009
OR0000487900,HILLSBORO,NF , 03/27/2009,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 01/14/2009
HB153664B,HILLSBORO,NF , 01/20/2006,EVERGREEN HILLSBORO HEALTH & REHABILITATION, 06/02/2005
OR0000297800,INDEPENDENCE,NF , 12/26/2006,EVERGREEN INDEPENDENCE HEALTH AND REHABILITATION C, 11/16/2006
OR0000468801,INDEPENDENCE,NF , 01/29/2009,EVERGREEN INDEPENDENCE HEALTH AND REHABILITATION C, 10/14/2008
SL046904,INDEPENDENCE,NF , 08/05/2004,EVERGREEN INDEPENDENCE HEALTH AND REHABILITATION C, 04/13/2004
SL046904,INDEPENDENCE,NF , 08/05/2004,EVERGREEN INDEPENDENCE HEALTH AND REHABILITATION C, 04/13/2004
SL036485,INDEPENDENCE,NF , 07/18/2003,EVERGREEN INDEPENDENCE HEALTH AND REHABILITATION C, 06/06/2003
OR0000189801,MILTON-FREEWATER,NF , 01/19/2006,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 10/19/2005
CO06002,MILTON-FREEWATER,NF , 01/01/2006,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 01/01/2006
HM51060,MILTON-FREEWATER,NF , 08/11/2005,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 06/17/2005
HM41031,MILTON-FREEWATER,NF , 12/02/2004,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 10/29/2004
PT142092,MILTON-FREEWATER,NF , 06/09/2004,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 03/30/2004
PT142092,MILTON-FREEWATER,NF , 06/09/2004,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 03/30/2004
PT132084,MILTON-FREEWATER,NF , 02/11/2004,EVERGREEN MILTON-FREEWATER HEALTH & REHAB CENTER, 10/15/2003
OR0000348900,PORTLAND,NF , 10/01/2007,EVERGREEN PORTLAND HEALTH AND REHABILITATION CENTE, 06/13/2007
OR0000442800,PORTLAND,NF , 09/25/2008,EVERGREEN PORTLAND HEALTH AND REHABILITATION CENTE, 07/08/2008
OR0000442802,PORTLAND,NF , 09/25/2008,EVERGREEN PORTLAND HEALTH AND REHABILITATION CENTE, 07/08/2008
BC088013,PORTLAND,NF , 07/02/2008,EVERGREEN PORTLAND HEALTH AND REHABILITATION CENTE, 04/28/2008
OR0000426000,PORTLAND,NF , 06/05/2008,EVERGREEN PORTLAND HEALTH AND REHABILITATION CENTE, 04/22/2008
OR0000415800,PORTLAND,NF , 06/04/2008,EVERGREEN PORTLAND HEALTH AND REHABILITATION CENTE, 03/25/2008
OR0000318700,THE DALLES,NF , 03/26/2007,EVERGREEN THE DALLES HEALTH AND REHAB CENTER, 02/12/2007
DL091109B,THE DALLES,NF , 07/02/2009,EVERGREEN THE DALLES HEALTH AND REHAB CENTER, 05/09/2009
TD52449,THE DALLES,NF , 10/06/2005,EVERGREEN THE DALLES HEALTH AND REHAB CENTER, 08/12/2005
TD52435,THE DALLES,NF , 09/15/2005,EVERGREEN THE DALLES HEALTH AND REHAB CENTER, 07/23/2005
TD52420A,THE DALLES,NF , 08/24/2005,EVERGREEN THE DALLES HEALTH AND REHAB CENTER, 05/25/2005
OR0000271300,LA GRANDE,NF , 10/04/2006,EVERGREEN VISTA HEALTH CENTER, 08/04/2006
OR0000214500,LA GRANDE,NF , 02/15/2006,EVERGREEN VISTA HEALTH CENTER, 01/02/2006
OR0000200903,LA GRANDE,NF , 01/06/2006,EVERGREEN VISTA HEALTH CENTER, 11/17/2005
OR0000278000,LA GRANDE,NF , 11/22/2006,EVERGREEN VISTA HEALTH CENTER, 08/29/2006
OR0000197700,LA GRANDE,NF , 01/06/2006,EVERGREEN VISTA HEALTH CENTER, 11/09/2005
OR0000476000,LA GRANDE,NF , 02/11/2009,EVERGREEN VISTA HEALTH CENTER, 11/20/2008
JG087943,LA GRANDE,NF , 06/30/2008,EVERGREEN VISTA HEALTH CENTER, 06/13/2008
JG087145,LA GRANDE,NF , 04/07/2008,EVERGREEN VISTA HEALTH CENTER, 03/13/2008
JG075256,LA GRANDE,NF , 10/04/2007,EVERGREEN VISTA HEALTH CENTER, 07/31/2007
JG062843,LA GRANDE,NF , 12/13/2006,EVERGREEN VISTA HEALTH CENTER, 10/04/2006
LG31134,LA GRANDE,NF , 12/08/2003,EVERGREEN VISTA HEALTH CENTER, 08/11/2003
OR0000303500,SALEM,NF , 01/22/2007,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 12/15/2006
OR0000299900,SALEM,NF , 01/11/2007,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 11/28/2006
OR0000262101,SALEM,NF , 08/09/2006,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 07/07/2006
OR0000218700,SALEM,NF , 03/28/2006,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 01/24/2006
OR0000180100,SALEM,NF , 10/20/2005,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 09/19/2005
MV088414,SALEM,NF , 09/19/2008,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 08/04/2008
MV087042A,SALEM,NF , 05/06/2008,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 02/29/2008
MV087042B,SALEM,NF , 05/06/2008,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 02/29/2008
MV076229B,SALEM,NF , 02/04/2008,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 11/26/2007
MV075620B,SALEM,NF , 11/20/2007,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 09/24/2007
MV074309,SALEM,NF , 06/11/2007,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 04/10/2007
SL046768,SALEM,NF , 02/24/2004,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 01/09/2004
SL036602,SALEM,NF , 10/08/2003,EVERGREEN WINDSOR HEALTH & REHABILITATION CENTER, 09/05/2003
OR0000314503,GRANTS PASS,NF , 03/12/2007,FAIR VIEW TRANSITIONAL HEALTH CENTER, 01/26/2007
OR0000248200,GRANTS PASS,NF , 06/19/2006,FAIR VIEW TRANSITIONAL HEALTH CENTER, 05/15/2006
OR0000808300,GRANTS PASS,NF , 03/14/2013,FAIR VIEW TRANSITIONAL HEALTH CENTER, 01/30/2013
OR0000801200,GRANTS PASS,NF , 03/07/2013,FAIR VIEW TRANSITIONAL HEALTH CENTER, 01/03/2013
GP121948,GRANTS PASS,NF , 01/11/2013,FAIR VIEW TRANSITIONAL HEALTH CENTER, 12/17/2012
OR0000766300,GRANTS PASS,NF , 08/07/2012,FAIR VIEW TRANSITIONAL HEALTH CENTER, 03/16/2012
GP118203,GRANTS PASS,NF , 12/20/2011,FAIR VIEW TRANSITIONAL HEALTH CENTER, 10/12/2011
GP117253,GRANTS PASS,NF , 12/09/2011,FAIR VIEW TRANSITIONAL HEALTH CENTER, 06/10/2011
GP061666,GRANTS PASS,NF , 02/05/2007,FAIR VIEW TRANSITIONAL HEALTH CENTER, 04/27/2006
OR0000262801,GRESHAM,NF , 11/13/2006,FAIRLAWN GOOD SAMARITAN VILLAGE AND HEALTH CENTER, 07/11/2006
OR0000262803,GRESHAM,NF , 11/13/2006,FAIRLAWN GOOD SAMARITAN VILLAGE AND HEALTH CENTER, 07/11/2006
NF6554,GRESHAM,NF , 01/20/2004,FAIRLAWN GOOD SAMARITAN VILLAGE AND HEALTH CENTER, 01/05/2004
NF6494,GRESHAM,NF , 10/14/2003,FAIRLAWN GOOD SAMARITAN VILLAGE AND HEALTH CENTER, 10/05/2003
OR0001047100,FOREST GROVE,NF , 04/19/2016,FOREST GROVE REHABILITATION AND CARE CENTER, 01/05/2016
OR0000966301,FOREST GROVE,NF , 07/14/2015,FOREST GROVE REHABILITATION AND CARE CENTER, 04/28/2015
OR0000966302,FOREST GROVE,NF , 07/14/2015,FOREST GROVE REHABILITATION AND CARE CENTER, 04/28/2015
OR0000952000,FOREST GROVE,NF , 06/03/2015,FOREST GROVE REHABILITATION AND CARE CENTER, 03/05/2015
OR0000952001,FOREST GROVE,NF , 06/03/2015,FOREST GROVE REHABILITATION AND CARE CENTER, 03/05/2015
HB148790,FOREST GROVE,NF , 11/14/2014,FOREST GROVE REHABILITATION AND CARE CENTER, 10/03/2014
HB148607,FOREST GROVE,NF , 11/17/2014,FOREST GROVE REHABILITATION AND CARE CENTER, 09/18/2014
OR0000862700,FOREST GROVE,NF , 01/14/2014,FOREST GROVE REHABILITATION AND CARE CENTER, 11/08/2013
OR0000820000,FOREST GROVE,NF , 05/23/2013,FOREST GROVE REHABILITATION AND CARE CENTER, 03/25/2013
HB132670,FOREST GROVE,NF , 03/29/2013,FOREST GROVE REHABILITATION AND CARE CENTER, 03/14/2013
OR0000816001,FOREST GROVE,NF , 05/23/2013,FOREST GROVE REHABILITATION AND CARE CENTER, 03/05/2013
HB121897A,FOREST GROVE,NF , 01/16/2013,FOREST GROVE REHABILITATION AND CARE CENTER, 12/17/2012
HB121138,FOREST GROVE,NF , 11/26/2012,FOREST GROVE REHABILITATION AND CARE CENTER, 09/23/2012
OR0000754200,FOREST GROVE,NF , 05/22/2012,FOREST GROVE REHABILITATION AND CARE CENTER, 04/04/2012
HB128968,FOREST GROVE,NF , 03/01/2012,FOREST GROVE REHABILITATION AND CARE CENTER, 01/12/2012
OR0000677900,FOREST GROVE,NF , 05/03/2011,FOREST GROVE REHABILITATION AND CARE CENTER, 03/23/2011
OR0000655400,FOREST GROVE,NF , 02/09/2011,FOREST GROVE REHABILITATION AND CARE CENTER, 12/21/2010
HB104898,FOREST GROVE,NF , 09/27/2010,FOREST GROVE REHABILITATION AND CARE CENTER, 07/26/2010
SL036695,WOODBURN,NF , 12/15/2003,FRENCH PRAIRIE CARE CENTER, 11/05/2003
SL036464,WOODBURN,NF , 06/19/2003,FRENCH PRAIRIE CARE CENTER, 05/26/2003
OR0000369900,WOODBURN,NF , 12/14/2007,FRENCH PRAIRIE NURSING AND REHABILITATION CENTER, 09/14/2007
OR0000242200,WOODBURN,NF , 05/10/2006,FRENCH PRAIRIE NURSING AND REHABILITATION CENTER, 04/18/2006
OR0000245700,WOODBURN,NF , 06/07/2006,FRENCH PRAIRIE NURSING AND REHABILITATION CENTER, 05/03/2006
WB153955,WOODBURN,NF , 08/09/2016,FRENCH PRAIRIE NURSING AND REHABILITATION CENTER, 11/24/2015
OR0000995801,WOODBURN,NF , 01/12/2016,FRENCH PRAIRIE NURSING AND REHABILITATION CENTER, 08/20/2015
OR0000520700,WOODBURN,NF , 06/22/2009,FRENCH PRAIRIE NURSING AND REHABILITATION CENTER, 05/20/2009
OR0000361702,PORTLAND,NF , 09/18/2007,FRIENDSHIP HEALTH CENTER, 08/14/2007
OR0000354800,PORTLAND,NF , 11/13/2007,FRIENDSHIP HEALTH CENTER, 07/12/2007
OR0000349301,PORTLAND,NF , 08/16/2007,FRIENDSHIP HEALTH CENTER, 06/14/2007
OR0000337100,PORTLAND,NF , 09/06/2007,FRIENDSHIP HEALTH CENTER, 05/02/2007
OR0000302400,PORTLAND,NF , 01/29/2007,FRIENDSHIP HEALTH CENTER, 12/08/2006
OR0000302401,PORTLAND,NF , 01/29/2007,FRIENDSHIP HEALTH CENTER, 12/08/2006
OR0000279400,PORTLAND,NF , 11/02/2006,FRIENDSHIP HEALTH CENTER, 09/06/2006
OR0000187200,PORTLAND,NF , 10/18/2005,FRIENDSHIP HEALTH CENTER, 10/12/2005
OR0001056901,PORTLAND,NF , 04/12/2016,FRIENDSHIP HEALTH CENTER, 01/28/2016
BC145767A,PORTLAND,NF , 04/16/2014,FRIENDSHIP HEALTH CENTER, 12/25/2013
OR0000790300,PORTLAND,NF , 12/07/2012,FRIENDSHIP HEALTH CENTER, 10/19/2012
OR0000662600,PORTLAND,NF , 03/16/2011,FRIENDSHIP HEALTH CENTER, 01/21/2011
BC088330,PORTLAND,NF , 08/04/2008,FRIENDSHIP HEALTH CENTER, 07/02/2008
OR0000404200,PORTLAND,NF , 05/20/2008,FRIENDSHIP HEALTH CENTER, 02/15/2008
OR0000397401,PORTLAND,NF , 05/13/2008,FRIENDSHIP HEALTH CENTER, 01/25/2008
BC076207B,PORTLAND,NF , 03/07/2008,FRIENDSHIP HEALTH CENTER, 11/27/2007
BC074722,PORTLAND,NF , 07/03/2007,FRIENDSHIP HEALTH CENTER, 05/27/2007
OR0000240600,NEWBERG,NF , 09/11/2006,FRIENDSVIEW MANOR, 04/11/2006
MM120106,NEWBERG,NF , 07/14/2012,FRIENDSVIEW MANOR, 05/17/2012
OR0000494400,NEWBERG,NF , 03/31/2009,FRIENDSVIEW MANOR, 02/11/2009
MM099795B,NEWBERG,NF , 02/25/2009,FRIENDSVIEW MANOR, 12/18/2008
OR0000295100,PORTLAND,NF , 12/13/2006,GATEWAY CARE & RETIREMENT CENTER, 11/06/2006
OR0000295101,PORTLAND,NF , 12/13/2006,GATEWAY CARE & RETIREMENT CENTER, 11/06/2006
OR0000301400,PORTLAND,NF , 12/13/2006,GATEWAY CARE & RETIREMENT CENTER, 12/05/2006
OR0000247600,PORTLAND,NF , 06/21/2006,GATEWAY CARE & RETIREMENT CENTER, 05/12/2006
OR0001073400,PORTLAND,NF , 06/29/2016,GATEWAY CARE & RETIREMENT CENTER, 03/08/2016
OR0000728200,PORTLAND,NF , 01/17/2012,GATEWAY CARE & RETIREMENT CENTER, 11/16/2011
BC087724A,PORTLAND,NF , 06/19/2008,GATEWAY CARE & RETIREMENT CENTER, 05/16/2008
OR0000382800,PORTLAND,NF , 02/08/2008,GLISAN CARE CENTER, 11/16/2007
OR0000382801,PORTLAND,NF , 02/08/2008,GLISAN CARE CENTER, 11/16/2007
OR0000382700,PORTLAND,NF , 02/08/2008,GLISAN CARE CENTER, 11/14/2007
OR0000382701,PORTLAND,NF , 02/08/2008,GLISAN CARE CENTER, 11/14/2007
OR0000299401,PORTLAND,NF , 01/24/2007,GLISAN CARE CENTER, 11/22/2006
OR0000299402,PORTLAND,NF , 01/24/2007,GLISAN CARE CENTER, 11/22/2006
OR0000212400,PORTLAND,NF , 01/28/2006,GLISAN CARE CENTER, 12/27/2005
OR0000192800,PORTLAND,NF , 12/07/2005,GLISAN CARE CENTER, 10/25/2005
OR0000382100,PORTLAND,NF , 02/08/2008,GLISAN CARE CENTER, 11/13/2007
OR0000360100,PORTLAND,NF , 09/12/2007,GLISAN CARE CENTER, 08/03/2007
OR0000266800,PORTLAND,NF , 08/28/2006,GLISAN CARE CENTER, 07/20/2006
OR0000215700,PORTLAND,NF , 01/13/2006,GLISAN CARE CENTER, 01/10/2006
OR0000975100,PORTLAND,NF , 10/05/2015,GLISAN CARE CENTER, 06/09/2015
OR0000741100,PORTLAND,NF , 05/14/2012,GLISAN CARE CENTER, 01/24/2012
OR0000731000,PORTLAND,NF , 02/06/2012,GLISAN CARE CENTER, 11/29/2011
OR0000720800,PORTLAND,NF , 12/22/2011,GLISAN CARE CENTER, 10/12/2011
OR0000689100,PORTLAND,NF , 06/13/2011,GLISAN CARE CENTER, 05/17/2011
OR0000688900,PORTLAND,NF , 06/13/2011,GLISAN CARE CENTER, 05/16/2011
OR0000657100,PORTLAND,NF , 02/17/2011,GLISAN CARE CENTER, 12/27/2010
OR0000657101,PORTLAND,NF , 02/17/2011,GLISAN CARE CENTER, 12/27/2010
BC089176,PORTLAND,NF , 11/06/2008,GLISAN CARE CENTER, 10/23/2008
BC087077,PORTLAND,NF , 03/25/2008,GLISAN CARE CENTER, 03/06/2008
BC075090,PORTLAND,NF , 07/23/2007,GLISAN CARE CENTER, 06/03/2007
NF6794,PORTLAND,NF , 12/03/2004,GLISAN CARE CENTER, 11/02/2004
CO05010,PORTLAND,NF , 11/04/2004,GLISAN CARE CENTER, 10/26/2004
NF6373,PORTLAND,NF , 09/17/2003,GLISAN CARE CENTER, 06/12/2003
GB153504,BROOKINGS,NF , 12/16/2015,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 11/09/2015
OR0000907900,BROOKINGS,NF , 10/23/2014,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 07/11/2014
GB135358,BROOKINGS,NF , 02/20/2014,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 12/08/2013
GB134446,BROOKINGS,NF , 12/12/2013,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 09/15/2013
GB134259A,BROOKINGS,NF , 11/25/2013,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 08/23/2013
OR0000658100,BROOKINGS,NF , 05/03/2011,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 12/30/2010
OR0000559200,BROOKINGS,NF , 01/11/2010,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 11/25/2009
GB091185,BROOKINGS,NF , 08/28/2009,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 05/29/2009
GB090506,BROOKINGS,NF , 05/14/2009,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 03/14/2009
GB088356A,BROOKINGS,NF , 10/14/2008,GOOD SAMARITAN SOCIETY - CURRY VILLAGE, 07/30/2008
OR0001171902,EUGENE,NF , 11/09/2016,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 09/14/2016
OR0001115402,EUGENE,NF , 09/12/2016,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 05/31/2016
OR0001047300,EUGENE,NF , 06/08/2016,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 01/05/2016
ES146840,EUGENE,NF , 07/28/2014,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 04/15/2014
ES146173,EUGENE,NF , 03/11/2014,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 02/20/2014
ES105757A,EUGENE,NF , 06/07/2011,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 11/15/2010
OR0000433000,EUGENE,NF , 07/01/2008,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 05/27/2008
OR0000407400,EUGENE,NF , 06/02/2008,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 02/27/2008
ES087020,EUGENE,NF , 04/28/2008,GOOD SAMARITAN SOCIETY - EUGENE VILLAGE, 02/09/2008
OR0000840000,GRESHAM,NF , 09/27/2013,GOOD SAMARITAN SOCIETY - FAIRLAWN VILLAGE, 07/11/2013
OR0000800700,GRESHAM,NF , 03/04/2013,GOOD SAMARITAN SOCIETY - FAIRLAWN VILLAGE, 12/31/2012
OR0000277500,PORTLAND,NF , 10/16/2006,GRACELEN TERRACE LONG TERM CARE FACILITY, 08/29/2006
OR0000324800,PORTLAND,NF , 04/23/2007,GRACELEN TERRACE LONG TERM CARE FACILITY, 03/06/2007
OR0000284300,PORTLAND,NF , 11/13/2006,GRACELEN TERRACE LONG TERM CARE FACILITY, 09/21/2006
BC146772A,PORTLAND,NF , 07/08/2014,GRACELEN TERRACE LONG TERM CARE FACILITY, 04/12/2014
OR0000752201,PORTLAND,NF , 07/05/2012,GRACELEN TERRACE LONG TERM CARE FACILITY, 03/27/2012
OR0000618500,PORTLAND,NF , 10/05/2010,GRACELEN TERRACE LONG TERM CARE FACILITY, 08/30/2010
BC090166,PORTLAND,NF , 02/19/2009,GRACELEN TERRACE LONG TERM CARE FACILITY, 02/06/2009
OR0000334500,JUNCTION CITY,NF , 07/09/2007,GRANDVIEW MANOR CARE CENTER, 04/24/2007
ES073848B,JUNCTION CITY,NF , 03/21/2007,GRANDVIEW MANOR CARE CENTER, 02/10/2007
EG98435,JUNCTION CITY,NF , 06/26/2003,GRANDVIEW MANOR CARE CENTER, 06/07/2003
OR0000394700,EUGENE,NF , 04/11/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 01/16/2008
OR0000193300,EUGENE,NF , 12/17/2005,GREEN VALLEY REHABILITATION HEALTH CENTER, 10/31/2005
OR0000199700,EUGENE,NF , 12/16/2005,GREEN VALLEY REHABILITATION HEALTH CENTER, 11/14/2005
OR0000198500,EUGENE,NF , 12/16/2005,GREEN VALLEY REHABILITATION HEALTH CENTER, 11/10/2005
ES168100,EUGENE,NF , 03/08/2017,GREEN VALLEY REHABILITATION HEALTH CENTER, 10/13/2016
ES167430,EUGENE,NF , 12/02/2016,GREEN VALLEY REHABILITATION HEALTH CENTER, 09/03/2016
ES167385,EUGENE,NF , 11/02/2016,GREEN VALLEY REHABILITATION HEALTH CENTER, 09/01/2016
ES167191,EUGENE,NF , 09/22/2016,GREEN VALLEY REHABILITATION HEALTH CENTER, 08/22/2016
ES165038,EUGENE,NF , 05/05/2016,GREEN VALLEY REHABILITATION HEALTH CENTER, 03/15/2016
ES150883,EUGENE,NF , 07/17/2015,GREEN VALLEY REHABILITATION HEALTH CENTER, 04/09/2015
ES134292,EUGENE,NF , 02/18/2015,GREEN VALLEY REHABILITATION HEALTH CENTER, 08/20/2013
ES133439A,EUGENE,NF , 03/28/2014,GREEN VALLEY REHABILITATION HEALTH CENTER, 05/28/2013
ES133439D,EUGENE,NF , 03/28/2014,GREEN VALLEY REHABILITATION HEALTH CENTER, 05/28/2013
OR0000825300,EUGENE,NF , 06/14/2013,GREEN VALLEY REHABILITATION HEALTH CENTER, 04/23/2013
ES132230,EUGENE,NF , 03/11/2013,GREEN VALLEY REHABILITATION HEALTH CENTER, 01/07/2013
OR0000797400,EUGENE,NF , 01/16/2013,GREEN VALLEY REHABILITATION HEALTH CENTER, 12/10/2012
OR0000751900,EUGENE,NF , 06/04/2012,GREEN VALLEY REHABILITATION HEALTH CENTER, 03/26/2012
ES120080A,EUGENE,NF , 09/13/2012,GREEN VALLEY REHABILITATION HEALTH CENTER, 03/15/2012
OR0000747201,EUGENE,NF , 06/04/2012,GREEN VALLEY REHABILITATION HEALTH CENTER, 02/29/2012
OR0000747200,EUGENE,NF , 06/04/2012,GREEN VALLEY REHABILITATION HEALTH CENTER, 02/29/2012
ES116570A,EUGENE,NF , 04/06/2011,GREEN VALLEY REHABILITATION HEALTH CENTER, 03/12/2011
OR0000673700,EUGENE,NF , 07/27/2011,GREEN VALLEY REHABILITATION HEALTH CENTER, 03/03/2011
OR0000610801,EUGENE,NF , 09/30/2010,GREEN VALLEY REHABILITATION HEALTH CENTER, 08/03/2010
OR0000530400,EUGENE,NF , 10/23/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 07/16/2009
ES091685,EUGENE,NF , 09/14/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 07/14/2009
OR0000522500,EUGENE,NF , 07/31/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 06/03/2009
OR0000509702,EUGENE,NF , 05/29/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 04/08/2009
OR0000509700,EUGENE,NF , 05/29/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 04/08/2009
OR0000495900,EUGENE,NF , 04/02/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 02/17/2009
ES089504A,EUGENE,NF , 12/30/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 11/27/2008
ES089504C,EUGENE,NF , 12/30/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 11/27/2008
ES089504B,EUGENE,NF , 12/30/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 11/27/2008
OR0000477500,EUGENE,NF , 01/08/2009,GREEN VALLEY REHABILITATION HEALTH CENTER, 11/25/2008
OR0000452800,EUGENE,NF , 10/16/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 08/25/2008
OR0000439900,EUGENE,NF , 09/15/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 06/23/2008
ES088412A,EUGENE,NF , 08/15/2008,GREEN VALLEY REHABILITATION HEALTH CENTER, 06/21/2008
ES075481,EUGENE,NF , 10/03/2007,GREEN VALLEY REHABILITATION HEALTH CENTER, 09/02/2007
ES074982A,EUGENE,NF , 08/09/2007,GREEN VALLEY REHABILITATION HEALTH CENTER, 06/23/2007
ES073609,EUGENE,NF , 04/27/2007,GREEN VALLEY REHABILITATION HEALTH CENTER, 01/21/2007
EG99285,EUGENE,NF , 08/13/2004,GREEN VALLEY REHABILITATION HEALTH CENTER, 07/07/2004
EG99111,EUGENE,NF , 06/10/2004,GREEN VALLEY REHABILITATION HEALTH CENTER, 04/22/2004
EG99036,EUGENE,NF , 05/25/2004,GREEN VALLEY REHABILITATION HEALTH CENTER, 03/16/2004
EG98125A,EUGENE,NF , 04/03/2003,GREEN VALLEY REHABILITATION HEALTH CENTER, 01/11/2003
OR0000256300,GRESHAM,NF , 08/16/2006,GRESHAM REHAB & SPECIALTY CARE, 06/16/2006
OR0000880800,GRESHAM,NF , 06/25/2014,GRESHAM REHAB & SPECIALTY CARE, 03/04/2014
OR0000706500,GRESHAM,NF , 10/14/2011,GRESHAM REHAB & SPECIALTY CARE, 08/11/2011
OR0000656300,GRESHAM,NF , 02/03/2011,GRESHAM REHAB & SPECIALTY CARE, 12/22/2010
OR0000651400,GRESHAM,NF , 01/06/2011,GRESHAM REHAB & SPECIALTY CARE, 12/03/2010
OR0000650400,GRESHAM,NF , 01/06/2011,GRESHAM REHAB & SPECIALTY CARE, 11/29/2010
OR0000502200,GRESHAM,NF , 04/24/2009,GRESHAM REHAB & SPECIALTY CARE, 03/11/2009
BC091310A,GRESHAM,NF , 07/01/2009,GRESHAM REHAB & SPECIALTY CARE, 02/07/2009
BC090408A,GRESHAM,NF , 03/17/2009,GRESHAM REHAB & SPECIALTY CARE, 01/29/2009
OR0000466900,GRESHAM,NF , 02/23/2009,GRESHAM REHAB & SPECIALTY CARE, 10/10/2008
BC087671,GRESHAM,NF , 06/16/2008,GRESHAM REHAB & SPECIALTY CARE, 12/01/2007
BC062874,GRESHAM,NF , 12/11/2006,GRESHAM REHAB & SPECIALTY CARE, 10/07/2006
BC062101,GRESHAM,NF , 08/23/2006,GRESHAM REHAB & SPECIALTY CARE, 06/26/2006
NF6455A,GRESHAM,NF , 11/13/2003,GRESHAM REHAB & SPECIALTY CARE, 08/20/2003
OR0000316100,PORTLAND,NF , 03/08/2007,HARBOR CARE REEDWOOD, 02/02/2007
